-37.83876693,145.2562529
-37.81017762,145.2972085
-37.86438733,145.110692
-37.84616792,145.2784985
-37.82072348,145.082715
-37.74017532,145.1005358
-37.88495669,145.1030418
-37.80194277,145.1462651
-37.72465752,145.3152784
-37.77358759,145.2895675
-37.90259273,145.2599715
-37.88667172,145.2432323
-37.85466869,145.0447193
-37.75899069,145.0456386
-37.82550957,145.3074475
-37.82482758,145.168412
-37.78596331,145.0647916
-37.8679489,145.0553006
-37.83688201,145.0379798
-37.84439621,145.3288357
-37.90138712,145.2770092
-37.78925414,145.3159486
-37.79736615,145.0061009
-37.92238773,145.1995481
-37.90235865,145.2573596
-37.84012985,145.1493074
-37.80923917,145.0785903
-37.7064917,145.0587437
-37.90119952,145.1017046
-37.81884816,145.058285
-37.84989514,145.0556762
-37.70808834,145.088067
-37.88893365,145.2112545
-37.66471895,145.2078202
-37.76430655,145.2626565
-37.76503975,145.1581404
-37.87444404,145.1766144
-37.90988849,145.2664567
-37.76841831,145.0955954
-37.82031341,145.2246184
-37.74569183,145.0884632
-37.78713926,145.1849908
-37.72592254,145.1043806
-37.76906187,145.2277565
-37.85893119,145.0357478
-37.83092362,145.1045696
-37.80325239,145.2061755
-37.73264774,145.2946194
-37.90202592,145.158794
-37.83035363,145.0494169
-37.76270006,145.2369419
-37.80676613,145.2073466
-37.91239623,145.2329107
-37.74537354,145.0794948
-37.8701866,145.2023785
-37.78794952,145.0557352
-37.7720458,145.0262494
-37.88526456,145.1629585
-37.81699318,145.1418061
-37.79469153,145.2025852
-37.70714924,145.0484032
-37.91720176,145.1069246
-37.71325695,145.2981755
-37.82963425,145.3306182
-37.82046968,145.2558236
-37.93089973,145.1803842
-37.83287862,145.3298309
-37.84691042,145.2452376
-37.79820138,145.1969685
-37.75349344,145.1683311
-37.8620948,145.1248391
-37.85653721,145.06166
-37.81133245,145.1781988
-37.86268741,145.3021766
-37.82826888,145.157719
-37.88366508,145.0934486
-37.84240557,145.2220851
-37.88945755,145.291126
-37.67231041,145.1908518
-37.73002767,145.1779798
-37.72595402,145.1760816
-37.82429256,145.0883884
-37.78553303,145.3040034
-37.70003037,145.2455125
-37.83465621,145.2946674
-37.67171258,145.1702082
-37.68817253,145.2619993
-37.7580033,145.0150774
-37.80088277,145.1411593
-37.74950013,145.2906911
-37.84278179,145.3151187
-37.82137932,145.2887397
-37.9212646,145.1439674
-37.89455014,145.201243
-37.83812499,145.1754458
-37.83622569,145.0709893
-37.84810483,145.1685769
-37.84707622,145.1520313
-37.73556426,145.1583416
-37.73413024,145.0520473
